,symbol,max,min,ult,mov,moneda,fecha,hora,origen
115,IDR.MC,10.449999809265137,10.289999961853027,10.31999969482422,-0.4821619217613744,Euro,2021-11-02,12:54:34,YahooFinance
116,IDR.MC,10.479999542236328,10.289999961853027,10.479999542236328,1.353959260952223,Euro,2021-11-03,12:54:34,YahooFinance
117,IDR.MC,10.699999809265137,10.479999542236328,10.6899995803833,1.8095198131742904,Euro,2021-11-04,12:54:34,YahooFinance
118,IDR.MC,10.899999618530272,10.640000343322754,10.779999732971191,1.030924610034802,Euro,2021-11-05,12:54:34,YahooFinance
119,IDR.MC,10.829999923706056,10.6899995803833,10.770000457763672,0.4664196780726541,Euro,2021-11-08,12:54:34,YahooFinance
120,REP.MC,11.220000267028809,10.979999542236328,11.02400016784668,0.036295008319982,Euro,2021-09-28,12:54:34,YahooFinance
121,REP.MC,11.246000289916992,10.836000442504885,11.246000289916992,2.236366271972656,Euro,2021-09-29,12:54:34,YahooFinance
122,REP.MC,11.380000114440918,11.12600040435791,11.29800033569336,0.3196612635566396,Euro,2021-09-30,12:54:34,YahooFinance
123,REP.MC,11.378000259399414,11.055999755859377,11.317999839782717,1.5067284932749343,Euro,2021-10-01,12:54:34,YahooFinance
124,REP.MC,11.779999732971191,11.380000114440918,11.63599967956543,2.106000114481091,Euro,2021-10-04,12:54:34,YahooFinance
125,REP.MC,11.732000350952148,11.479999542236328,11.661999702453612,0.5344768874570605,Euro,2021-10-05,12:54:34,YahooFinance
126,REP.MC,11.734000205993652,11.369999885559082,11.399999618530272,-2.4807525428800687,Euro,2021-10-06,12:54:34,YahooFinance
127,REP.MC,11.604000091552734,11.355999946594238,11.5,-0.3293474298816363,Euro,2021-10-07,12:54:34,YahooFinance
128,REP.MC,11.644000053405762,11.36400032043457,11.58199977874756,1.5964926869072116,Euro,2021-10-08,12:54:34,YahooFinance
129,REP.MC,11.720000267028809,11.381999969482422,11.458000183105469,-1.495871619957498,Euro,2021-10-11,12:54:34,YahooFinance
130,REP.MC,11.539999961853027,10.789999961853027,11.529999732971191,1.442895961316026,Euro,2021-10-12,12:54:34,YahooFinance
131,REP.MC,11.520000457763672,11.215999603271484,11.387999534606934,-0.9222280864625958,Euro,2021-10-13,12:54:34,YahooFinance
132,REP.MC,11.645999908447266,11.47599983215332,11.526000022888184,0.2260871555494219,Euro,2021-10-14,12:54:34,YahooFinance
133,REP.MC,11.70400047302246,11.508000373840332,11.579999923706056,0.0345517450690806,Euro,2021-10-15,12:54:34,YahooFinance
134,REP.MC,11.60200023651123,11.392000198364258,11.515999794006348,-0.6041830297341306,Euro,2021-10-18,12:54:34,YahooFinance
135,REP.MC,11.604000091552734,11.423999786376951,11.522000312805176,0.2261658162185966,Euro,2021-10-19,12:54:34,YahooFinance
136,REP.MC,11.71399974822998,11.437999725341797,11.6899995803833,1.8825135410698688,Euro,2021-10-20,12:54:34,YahooFinance
137,REP.MC,11.65999984741211,11.444000244140623,11.45199966430664,-1.2418080106177314,Euro,2021-10-21,12:54:34,YahooFinance
138,REP.MC,11.56999969482422,11.42199993133545,11.465999603271484,-0.2609663003559745,Euro,2021-10-22,12:54:34,YahooFinance
139,REP.MC,11.715999603271484,11.423999786376951,11.678000450134276,2.2233952075193315,Euro,2021-10-25,12:54:34,YahooFinance
140,REP.MC,11.710000038146973,11.468000411987305,11.539999961853027,-1.283144772579675,Euro,2021-10-26,12:54:34,YahooFinance
141,REP.MC,11.579999923706056,11.31999969482422,11.465999603271484,-0.9844587321731666,Euro,2021-10-27,12:54:34,YahooFinance
142,REP.MC,11.48799991607666,10.902000427246094,11.064000129699709,-3.5900985402533507,Euro,2021-10-28,12:54:34,YahooFinance
143,REP.MC,11.28600025177002,11.017999649047852,11.055999755859377,-0.8430481245459305,Euro,2021-10-29,12:54:34,YahooFinance
144,REP.MC,11.184000015258787,11.0,11.017999649047852,-0.5595692697213082,Euro,2021-11-01,12:54:34,YahooFinance
145,REP.MC,11.0,10.763999938964844,10.911999702453612,-0.8000027049671559,Euro,2021-11-02,12:54:34,YahooFinance
146,REP.MC,10.859999656677246,10.612000465393066,10.720000267028809,-0.5934729909609615,Euro,2021-11-03,12:54:34,YahooFinance
147,REP.MC,10.960000038146973,10.66800022125244,10.720000267028809,-0.0931898940737028,Euro,2021-11-04,12:54:34,YahooFinance
148,REP.MC,10.878000259399414,10.583999633789062,10.812000274658203,0.9523831573102228,Euro,2021-11-05,12:54:34,YahooFinance
149,REP.MC,11.022000312805176,10.744000434875488,10.817999839782717,-0.478381290927615,Euro,2021-11-08,12:54:34,YahooFinance
